id,lon,lat,area,source
3040441670,112.5770833,59.47291667,197263.98,hydrosheds
3040481930,68.21458333,58.16041667,385683.48,hydrosheds
3040481940,68.21875,58.16041667,600578.8,hydrosheds
3040483880,92.98541667,58.09791667,1034536.08,hydrosheds
3040483980,92.98541667,58.09375,359329.2,hydrosheds
3040496490,71.18541667,57.70208333,428450.84,hydrosheds
3040496590,71.18541667,57.69791667,139340.12,hydrosheds
3040679750,106.1354167,50.25208333,148134.74,hydrosheds
3040679760,106.1395833,50.25208333,131779.3,hydrosheds
4040000010,135.2645833,54.71458333,60970.78,hydrosheds
4040000880,140.70625,53.11458333,1998203.36,hydrosheds
4040000890,130.6645833,42.31458333,33171.07,hydrosheds
4040003020,128.99375,35.20625,23296.41,hydrosheds
4040005050,126.7895833,37.61458333,25245.35,hydrosheds
4040005060,125.5604167,38.69791667,19403.92,hydrosheds
4040005710,124.36875,40.03125,62213.03,hydrosheds
4040006520,122.1604167,40.70625,27824.55,hydrosheds
4040006570,121.83125,40.96458333,191233.88,hydrosheds
4040006580,121.58125,40.84375,23442.76,hydrosheds
4040007080,119.2645833,39.42291667,45724.48,hydrosheds
4040007410,117.71875,38.98958333,211331.08,hydrosheds
4040007660,118.0395833,38.09791667,14362.49,hydrosheds
4040007850,119.1729167,37.76875,761253.28,hydrosheds
4040007860,119.78125,34.46458333,58812.6,hydrosheds
4040009880,120.2354167,31.93958333,1909198.56,hydrosheds
4040009890,119.5104167,26.06041667,60893.05,hydrosheds
4040011690,117.84375,24.43125,13823.25,hydrosheds
4040012280,116.8520833,23.45625,29396.96,hydrosheds
4040012770,113.5229167,23.04791667,33310.7,hydrosheds
4040012990,113.25625,22.39791667,389565.48,hydrosheds
4040013000,106.6479167,20.70625,13208.11,hydrosheds
4040015000,106.53125,20.31458333,138855.56,hydrosheds
4040015090,106.7479167,10.49791667,29759.38,hydrosheds
4040017020,106.2520833,9.614583333,774281.52,hydrosheds
4040017030,100.5604167,13.61458333,144308.82,hydrosheds
4040018350,103.44375,3.51875,28865.1,hydrosheds
4040023060,97.66041667,16.55208333,265228.4,hydrosheds
4040023220,96.92291667,17.30208333,34068.24,hydrosheds
4040023810,95.03958333,16.36041667,376349.6,hydrosheds
4040024190,93.00625,20.64375,21445.08,hydrosheds
4040025450,90.63125,23.22291667,1574223.84,hydrosheds
4040025460,86.94375,20.77291667,51413.98,hydrosheds
4040027100,86.65625,20.33125,135526.08,hydrosheds
4040027110,84.12708333,18.34375,10713.87,hydrosheds
4040027780,82.24375,16.71041667,310380.06,hydrosheds
4040027940,80.83541667,15.76041667,258782.42,hydrosheds
4040027950,80.16458333,14.56875,54904.54,hydrosheds
